issuer_name,market_cap_usd,net_income_usd,hist_pe,hist_book_px,hist_fcf_yld,hist_ebitda_ev,hist_roe,hist_roic,hist_roa,hist_gross_profit_usd,hist_net_chg_lt_debt_usd,hist_net_debt_usd,hist_ev_usd,hist_asset_turnover,hist_capex_sales,hist_capex_depr,hist_rd_exp_usd,hist_eps_usd,return_usd,vola,beta,shares_outstanding,shares_float,top_1_shareholder_percentage,top_2_shareholder_percentage,top_3_shareholder_percentage,yeo_joh_market_cap_usd,yeo_joh_net_income_usd,yeo_joh_hist_pe,yeo_joh_hist_book_px,yeo_joh_hist_fcf_yld,yeo_joh_hist_ebitda_ev,yeo_joh_hist_roe,yeo_joh_hist_roic,yeo_joh_hist_roa,yeo_joh_hist_gross_profit_usd,yeo_joh_hist_net_chg_lt_debt_usd,yeo_joh_hist_net_debt_usd,yeo_joh_hist_ev_usd,yeo_joh_hist_asset_turnover,yeo_joh_hist_capex_sales,yeo_joh_hist_capex_depr,yeo_joh_hist_rd_exp_usd,yeo_joh_hist_eps_usd,yeo_joh_return_usd,yeo_joh_vola,yeo_joh_beta,yeo_joh_shares_outstanding,yeo_joh_shares_float,yeo_joh_top_1_shareholder_percentage,yeo_joh_top_2_shareholder_percentage,yeo_joh_top_3_shareholder_percentage,gics_sector,gics_sub_ind,issuer_cntry_domicile,cntry_of_risk,top_1_shareholder_location,top_2_shareholder_location,top_3_shareholder_location
ABBOTT LABORATORIES,197008000000.0,5723000000.0,32.62618352,7.895857857248675,-1.396208873963753,9.28902781178292,14.62794581857652,11.168334809498138,4.815608409010166,22134000000.0,719540707.3376112,7876385204.827618,41380131392.98444,0.6787476434257976,8.753290897872352,2.536317224203173,2741000000.0,3.26,0.054409192,0.197279655,0.619837903,1736058536.0,1726594176,33.596,1.793,1.597,2.0463113445502272,0.8294773719932913,0.5404908618190287,1.220930737661782,-0.1471268169043621,-0.0360537514292224,0.009040478702888,0.0695752653267058,0.0034463951791059,1.427636460590273,0.1560885564140934,0.0201779013000886,0.0044726005508713,0.2465665721911246,0.6062131156377628,0.506342678166955,1.1818760023374808,-0.0001747053371079,0.0049113042359454,-0.9657267963579867,-0.5215584634337415,1.0921866892749326,1.2656382590555946,0.8622345568872317,-0.8612153576247203,-0.1446801244702826,Health Care,Health Care Equipment,United States of America,US,United States,Luxembourg,United Kingdom
ABBVIE INC.,291172000000.0,6514000000.0,19.44066936,24.2455611,7.301939832,7.04032316,46.06949587,15.02369555,4.693996671,36257000000.0,-4768000000.0,47456000000.0,338663000000.0,0.397325128,1.423700533,1.031537451,7538000000.0,3.65,0.177928142,0.192912821,0.168952382,1765537421.0,1763231488,32.15,1.663,1.441,2.315228143392954,0.9784836881729378,-0.0216955469839336,1.9061085350827909,0.0989264389276913,-0.129810549750571,0.7584781682069891,0.1086721279772453,-0.009530015242805,2.572924076927929,-3.2559047802371066,0.3268077429775352,1.7176525560842495,-0.4431077790885788,-1.0197543101872992,-1.0626979080691143,1.6539819782644989,0.0006761842786304,0.3733653760456327,-1.0348771782742068,-1.7948140608598375,1.1037922206971305,1.2809317746128328,0.7933800944446182,-0.9331481175777993,-0.2941192437096765,Health Care,Biotechnology,United States of America,US,United States,Luxembourg,Ireland
ABC-MARTINC.,4274404440.0,282189237.6,15.88696084,1.919075557,-1.396208873963753,12.42498925,12.52370649,11.81229057,10.63984515,1232212715.0,0.0,-999507327.0,3289909188.0,0.902493093,8.753290897872352,2.536317224203173,0.0,1.139657723,-0.00949304,0.257527853,0.654247309,247618938.0,92727440,8.235,5.495,0.721,-0.6287378014158836,-0.2154538240729833,-0.2526480802563207,-0.1780028763534558,-0.1471268169043621,0.0978467627256874,-0.0416285892069684,0.0762467267618784,0.6236424203598339,-0.4247605170694797,0.0421531435814052,-0.0564834715810837,-0.2187674593899916,0.6704245761119245,0.6062131156377628,0.506342678166955,-1.664630377711009,-0.0052059394683244,-0.2017602016228719,-0.1464682891900585,-0.444186901911859,-0.2041034592145017,-0.6715845656584492,-0.9100473086900318,0.4160845396107255,-1.1672484773591416,Consumer Discretionary,Apparel Retail,Japan,JP,Japan,United States,Norway
ABERCROMBIE & FITCH CO.,5327359197.0,208009000.0,25.16323725,6.150366571,8.162257989,12.70397701,27.50825047,10.84678739,7.439999714,2448128000.0,-98088000.0,452492000.0,5789856197.0,1.440573427,4.380045208,2.536317224203173,0.0,4.15,2.830735774,0.546664055,1.191987852,50405518.0,49105456,50.662,1.244,0.97,-0.473057906907064,-0.2304112180263186,0.2640468394298775,1.0148793218372272,0.1293547621216142,0.1099113467719379,0.3174422271045974,0.066220038649516,0.2831779632718186,-0.3017911404509394,-0.0167858628023737,-0.038875317966852,-0.2039512775396575,1.4152503822369835,-0.0507618190175808,0.506342678166955,-1.664630377711009,0.0017427532891723,4.480328596938215,1.7815781339584138,0.5410443939728706,-1.1986595199509016,-1.0458804506521282,1.5534577436405397,-1.1913302373758434,-0.8235265729111122,Consumer Discretionary,Apparel Retail,United States of America,US,United States,Norway,Ireland
ABRDN PLC,3929697847.0,-501107543.3,8.589811621,0.597262464,2.250872372,9.28902781178292,-6.73030254,-5.666346385,-4.236468252,1783991038.0,-113213100.0,796021600.0,4734620647.0,0.159885941,1.146496815,2.536317224203173,0.0,-0.247862728,-0.114580724,0.330982998,1.643155736,1840740364.0,1839375360,9.029,5.939,3.685,-0.6882420763663846,-0.5005464179876508,-0.9908960630820026,-1.4269724319302497,-0.0628092213188841,-0.0360537514292224,-0.5184609028632439,-0.1821287764205135,-0.9706638455272524,-0.3681305997486745,-0.0262287271475742,-0.0360793653478199,-0.2101975334931716,-1.2356225854352696,-1.1768679816930805,0.506342678166955,-1.664630377711009,-0.0092033173359226,-0.5685616884232142,0.5865270540794564,1.1466393799959724,1.1325730048652445,1.3117887391122138,-0.8185878961223043,0.5164610288197317,1.2026676846184536,Financials,Asset Management & Custody Banks,United Kingdom,GB,United States,United Kingdom,Luxembourg
ACCENTURE PUBLIC LIMITED COMPANY,247736000000.0,6880051000.0,30.3232245,8.731209904,3.693217663,4.606593009,27.71344319,26.07916673,13.94881157,20993406000.0,-290979000.0,-4065216000.0,244479000000.0,1.309480515,0.771463898,0.817038476,732479521.6482682,10.92,0.374343535,0.212048918,1.188476477,666511551.0,665985664,30.023,2.737,2.091,2.204111962144433,1.047307032184038,0.4637360918609788,1.2980970506802372,-0.0201740390589799,-0.2285244921086872,0.3223363012580337,0.2126187885410373,0.97520517016565,1.332962874194163,-0.1397185465646975,-0.1000601184806351,1.1772165699816577,1.2607183011798333,-1.4306714037338033,-1.4199107371356186,0.6619213057751105,0.0145053538308163,0.8911504074493893,-0.7424777592492456,0.5356913861008072,0.4437035075931168,0.593421836205676,0.6881566952146793,-0.4213076244318071,0.2670850160388296,Information Technology,IT Consulting & Other Services,Ireland,IE,United States,United Kingdom,Ireland
ACCOR SA,10104215038.0,647269995.4,18.53352888,1.923708228,2.46122227,8.592380951,12.7884118,6.766598023,5.489429739,5025245045.0,56366100.0,1860427200.0,12391536038.0,0.435334873,4.876555805,1.943089431,732479521.6482682,2.459292921,0.283354719,0.221676413,1.206280372,252289352.0,211196656,16.334,3.073,2.643,-0.0218599015052448,-0.1427921321277175,-0.0757949861125121,-0.1752764687451548,-0.0568186967011523,-0.0653246237872234,-0.0352488247232953,0.0219751922174459,0.0753209748762457,-0.0554132535948061,0.0519414964413376,-0.0275012757449101,-0.1650327143476819,-0.3368505622580776,0.0501394805853392,0.0221957104137707,0.6619213057751105,-0.0019828913346217,0.6604705412268675,-0.6053149913760332,0.5627154654491701,-0.1920895028621766,-0.1632186877737739,-0.1514837892773391,-0.2910707953322368,0.6446348565387557,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",France,FR,United States,United Kingdom,Luxembourg
ACKERMANS & VAN HAAREN NV,5642153526.0,629450170.6,15.77117227,1.083342924,13.83640419,9.28902781178292,13.41890223,6.328402474,3.307170037,6051772607.966929,5631356.2,209481482.4,7397151059.0,0.255431899,10.90971254,2.536317224203173,732479521.6482682,19.01036061,-0.007657161,0.157105813,0.81406683,33496904.0,22442926,6.532,1.79,1.446,-0.4325096817646037,-0.1463130480504736,-0.2611335371820639,-0.820873523465313,0.3446890932867023,-0.0360537514292224,-0.020060032725769,0.0169989491433325,-0.1576190629889173,0.0395413786395395,0.0432162193241902,-0.0408702409263699,-0.1944537712017004,-0.886634307729066,0.8150567242843436,0.506342678166955,0.6619213057751105,0.0275878629001056,-0.1956523015142922,-1.662077754730556,-0.1110823054152274,-1.444990506987869,-1.4860188440541189,-1.1266742822612836,-0.862837520189616,-0.2891580204915729,Industrials,Construction & Engineering,Belgium,BE,United States,Luxembourg,Norway
ACS Actividades de Construccion y Servicios S.A.,11053356794.0,757480804.2,78.00094718711443,1.909550748,8.322641566,10.83076732,12.94481833,3.403936693,1.952609412,6051772607.966929,497217700.0,2221813000.0,14079826394.0,0.951246902,1.016290472,0.778661146,732479521.6482682,2.824458982,0.420541104,0.190914181,0.812155168,278164594.0,220335488,8.706,2.28,1.731,0.0412689847808545,-0.1210596560466661,1.384159751092522,-0.1836301785350645,0.135101205547719,0.0293649016600597,-0.0314800252982097,-0.0178508987417656,-0.3025036855234395,0.0395413786395395,0.1219466546612788,-0.0246065380981487,-0.1551104747305768,0.7519013531318491,-1.258842914067968,-1.4899665558031594,0.6619213057751105,-0.0011471641233511,1.0028916776216692,-1.0670243230752996,-0.1148326650121054,-0.1291834379595125,-0.1363079969812616,-0.8551574127888958,-0.6184837619858492,-0.0244646853599152,Industrials,Construction & Engineering,Spain,ES,United States,Luxembourg,Ireland
ACTIVISION BLIZZARD INC.,32604333335.41624,2165000000.0,78.00094718711443,7.895857857248675,-1.396208873963753,9.28902781178292,11.09090443,8.207759534,8.091642996,6127000000.0,3000000.0,-9472000000.0,41380131392.98444,0.32538496,1.137146795,1.253164557,1570000000.0,2.77,0.25641466,0.25224725,0.657436824,1102600799.2625632,818942465,0.0,0.0,0.0,0.7988349820359714,0.1524681138546167,1.384159751092522,1.220930737661782,-0.1471268169043621,-0.0360537514292224,-0.076192640879886,0.0379987689999263,0.3525600600454444,0.0464467915411119,0.0427325524157722,-0.1779695558465894,0.0044726005508713,-0.6580575759463368,-1.1825638123185425,-0.7443261228969534,0.9500637934766104,-0.0012705568857439,0.589251136839934,-0.2092820522291664,-0.4371239709886411,0.7819192974941707,0.7357711403471068,-2.6910038726484014,-2.406454098012518,-2.630354350886857,Information Technology,Systems Software,United States of America,US,,Romania,Namibia
ACUITY BRANDS INC.,7487855616.0,371700000.0,19.13596149,3.635615296,6.85754595,7.762361041,18.73676782,13.85293389,10.77313238,1725100000.0,7000000.0,71700000.0,7559555616.0,1.127164698,1.622525071,1.513189448,732479521.6482682,11.82,0.317359589,0.299526223,1.190505626,30816757.0,30714768,49.326,4.605,1.572,-0.2328495088155681,-0.1975150119388263,-0.0395407843304733,0.5169593416423741,0.0834822108173415,-0.099941988043221,0.1077114785526154,0.0970019964662319,0.6378126845655587,-0.3740994197739488,0.0434642098833687,-0.0420146099153736,-0.1934950771305191,1.0196682415305816,-0.9191587393058768,-0.4216270914777781,0.6619213057751105,0.0160466046251272,0.748409098078428,0.3021467221162205,0.538786172624015,-1.49481997440451,-1.3123451530044308,1.505729399641916,0.1925281151568054,-0.1679112681786842,Industrials,Electrical Components & Equipment,United States of America,US,United States,Luxembourg,United Kingdom
ADIDAS AG,34966180440.0,-96015066.67,78.00094718711443,6.150214652,3.638721862,9.28902781178292,14.62794581857652,11.168334809498138,4.815608409010166,6051772607.966929,611967400.0,4433239800.0,39825713640.0,0.6787476434257976,8.753290897872352,2.536317224203173,732479521.6482682,62.327945746810805,0.223563497,0.322489647,1.711847181,180000000.0,159039728,19.066,8.222,4.136,0.8476222004617218,-0.3154327263798136,1.384159751092522,1.014857940225622,-0.0218464023403063,-0.0360537514292224,0.009040478702888,0.0695752653267058,0.0034463951791059,0.0395413786395395,0.1396253171897414,-0.0070036054338135,-0.0045837979097733,0.2465665721911246,0.6062131156377628,0.506342678166955,0.6619213057751105,0.0840230797000197,0.5004594028479005,0.5136224662308816,1.2267357985658969,-0.4079308954301034,-0.341492905169565,0.0461504679518328,0.9487146157702596,1.4006890493778912,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Germany,DE,United States,Luxembourg,Germany
ADIENT PUBLIC LIMITED COMPANY,3214591613.0,205000000.0,8.669341046,1.481584431,8.098206284,17.30869632,9.532666822,9.652351738,2.206436336,1033000000.0,493000000.0,1535000000.0,5124591613.0,1.656979873,1.636895096,0.868965517,362000000.0,2.17,-0.18581003,0.346739392,1.754724878,91245859.0,89658056,61.032,1.209,1.006,-0.8305285766892553,-0.2310200893490462,-0.9795105889581156,-0.4713132856011989,0.1270661698273416,0.3120549981185463,-0.1138487026212633,0.053606374443238,-0.2753319698287757,-0.4456696628496496,0.1212942301037775,-0.0301143991502904,-0.2078880354778115,1.6421318816103778,-0.9122267241092384,-1.328294071098555,0.4225788096528867,-0.0026598997810627,-0.8363088584458631,0.7147742938719087,1.2753726048452427,-0.8344615450620347,-0.6917970336512439,1.8972665384189829,-1.215023894892777,-0.7780578689903993,Consumer Discretionary,Automotive Parts & Equipment,Ireland,US,United States,Japan,United Kingdom
ADLINK TECHNOLOGY INC.,433737304.4,10968837.43,37.19146357,2.506353525,4.092642526,4.806200592,6.415341249,3.077769351,2.475827583,139443510.8,-12030825.44,98088536.05,533881169.3,0.856385983,1.770486498,0.874310319,53450980.92,0.050313424,0.108073549,0.329785213,0.457253662,217497257.0,80534040,3.101,0.14,0.073,-2.260125599685076,-0.270990915395493,0.6755287914986051,0.1206322062523239,-0.0077844598638365,-0.22055761623329,-0.1894325565595613,-0.0219652807624266,-0.2465062404802445,-0.545538659895225,0.035453501490059,-0.0417940731682648,-0.2352230068393131,0.590094115342038,-0.8497690882459222,-1.3190628052222066,-0.1157092574451186,-0.0082558513417224,0.1696696344403321,0.5764104006716891,-0.9192629677361874,-0.2872766949665046,-0.755944390116044,-1.699893603670439,-2.2098980278691376,-2.432786470887694,Information Technology,"Technology Hardware, Storage & Peripherals",Taiwan,TW,United States,Ireland,Norway
ADMIRAL GROUP PLC,9710623991.0,417509313.7,21.86237721,8.174357721,1.615795697,9.28902781178292,34.52535113,9.488464201,5.305860021,6051772607.966929,3568180.0,1026944160.0,10739094071.0,0.399500949,3.843353642,2.536317224203173,732479521.6482682,1.383933758,0.217193159,0.250245029,0.610355525,306304676.0,237330432,9.033,6.856,6.63,-0.0498094413857298,-0.1883712930809298,0.1096671254509332,1.2479030070138466,-0.0803464977062789,-0.0360537514292224,0.4845471999098238,0.0518560862334918,0.0557441120459326,0.0395413786395395,0.042837969926669,-0.0342096289069206,-0.1747544414973849,-0.4368952389001864,-0.1724868794038769,0.506342678166955,0.6619213057751105,-0.004580023936598,0.4829852743125442,-0.2335073396885593,-0.5432665891462414,-0.0668794905631266,-0.0889262831808723,-0.8181402432922521,0.7049881199741247,2.219113934516157,Financials,Property & Casualty Insurance,United Kingdom,GB,United States,Canada,United Kingdom
ADOBE INC.,283838000000.0,5428000000.0,52.00797098,17.29760262,2.478613656,2.72747475,35.51310151,25.49667642,19.06434392,17055000000.0,-39000000.0,-3762000000.0,280076000000.0,0.681687272,1.854809624,1.531914894,3473000000.0,11.87,0.727918111,0.315591581,1.753969258,452000000.0,450910496,33.148,2.86,2.515,2.297689871524429,0.7737976354871707,1.0078860685404396,1.7381782654695672,-0.0563196362397238,-0.3020999903478539,0.5080297138034756,0.2073675559492461,1.517939635976827,1.002735472798419,0.0194892992696236,-0.0957211204980056,1.381637157976377,0.2527422742695192,-0.8120835100563233,-0.4001694630897039,1.2861819339277398,0.0161314625777169,1.6703146070318309,0.4523591957346455,1.2745242578817328,0.1868779033571812,0.3300833080427537,0.8411217567970285,-0.3723293819105796,0.5633415935030248,Information Technology,Application Software,United States of America,US,United States,Luxembourg,Ireland
ADVANCE AUTO PARTS INC.,4001508828.0,186077000.0,18.63774569,1.511282202,-0.134108603,15.43698226,6.939361466,3.220482894,1.526409221,4695402000.0,556140000.0,3678088000.0,7679596828.0,0.926662475,2.477151298,1.019383629,0.0,3.14,-0.540125748,0.515960808,1.674379594,59501990.0,58872712,60.885,0.831,0.699,-0.6754236433891293,-0.2348536060936434,-0.0694280762424516,-0.4488428034572553,-0.1229595997879225,0.2292418413240347,-0.1766998387449084,-0.0201579343339229,-0.348155343723447,-0.0862396515574436,0.1310409649463402,-0.0129973423266698,-0.1927865618772728,0.7112468485068179,-0.5680295479549295,-1.0815296361182642,-1.664630377711009,-0.0004401800932038,-2.3954127492006707,1.6677843852212235,1.183387734903156,-1.0976193057174697,-0.9406503005513842,1.8926864576226727,-1.4977109024466029,-1.2003867525842684,Consumer Discretionary,Automotive Retail,United States of America,US,United States,Norway,Ireland
